id,pollutant_id,Prediction_LDA,Prediction_Bayes
1689,NH3,SO2,SO2
1692,NO2,OZONE,OZONE
1693,NH3,SO2,NO2
1694,PM2.5,SO2,SO2
1696,PM10,PM2.5,PM2.5
1698,NO2,PM2.5,PM2.5
1699,SO2,CO,CO
1700,CO,SO2,SO2
1704,OZONE,NO2,NO2
1705,PM10,SO2,SO2
1707,NH3,SO2,SO2
1709,PM10,SO2,SO2
1711,CO,PM10,PM10
1712,CO,NH3,SO2
1713,PM2.5,OZONE,OZONE
1714,NH3,SO2,SO2
1715,PM2.5,NH3,SO2
1716,PM10,SO2,NO2
1717,OZONE,NH3,SO2
1718,PM2.5,NH3,SO2
1719,NH3,NH3,SO2
1722,PM2.5,PM10,PM10
1723,PM2.5,PM10,PM10
1724,CO,NH3,NO2
1728,NH3,NH3,SO2
1729,PM2.5,PM10,PM10
1730,NO2,NH3,SO2
1731,SO2,NO2,NO2
1732,OZONE,NO2,NO2
1733,NH3,NH3,SO2
1741,CO,PM10,PM10
1743,PM10,NO2,NO2
1744,PM2.5,PM10,PM10
1752,CO,NO2,NO2
1753,PM10,CO,CO
1755,NH3,NH3,SO2
1756,PM10,PM2.5,PM2.5
1757,NH3,NO2,NO2
1759,PM10,NH3,SO2
1760,NH3,NH3,SO2
1761,CO,OZONE,OZONE
1763,NH3,NH3,SO2
1767,CO,NO2,NO2
1768,NO2,CO,CO
1773,NH3,NH3,SO2
1776,PM10,PM2.5,PM2.5
1777,NO2,CO,CO
1778,CO,PM10,PM10
1779,PM10,PM2.5,PM2.5
1781,NO2,OZONE,OZONE
1783,OZONE,NO2,NO2
1785,NO2,SO2,SO2
1786,NH3,NH3,SO2
1789,NH3,NO2,NO2
1791,NH3,NH3,SO2
1800,NH3,NH3,SO2
1802,OZONE,PM2.5,PM2.5
1806,CO,NO2,NO2
1809,PM2.5,PM10,PM10
1812,NO2,SO2,SO2
1816,SO2,SO2,NO2
1817,OZONE,SO2,NO2
1818,PM10,SO2,SO2
1819,PM10,SO2,SO2
1821,NH3,NH3,SO2
1822,CO,NH3,SO2
1823,NO2,NH3,SO2
1824,OZONE,NH3,SO2
1825,NO2,SO2,SO2
1826,PM10,CO,CO
1828,CO,SO2,SO2
1829,PM2.5,PM10,PM10
1830,CO,SO2,SO2
1831,OZONE,NH3,SO2
1832,NO2,NH3,SO2
1834,NH3,NH3,SO2
1836,PM10,SO2,NO2
1837,NH3,SO2,SO2
1839,OZONE,SO2,SO2
1840,PM2.5,SO2,SO2
1841,PM10,SO2,SO2
1842,NO2,SO2,SO2
1843,CO,SO2,SO2
1844,PM10,SO2,NO2
1845,CO,SO2,SO2
1846,NH3,SO2,SO2
1847,OZONE,SO2,SO2
1848,PM2.5,CO,CO
1849,PM2.5,SO2,NO2
1853,OZONE,NH3,SO2
1854,NO2,NH3,SO2
1856,OZONE,NH3,SO2
1860,NO2,NH3,SO2
1861,NO2,SO2,SO2
1862,NH3,NH3,SO2
1863,NO2,NH3,SO2
1864,OZONE,NH3,SO2
1865,PM2.5,SO2,NO2
1866,NO2,SO2,SO2
1867,NH3,NH3,SO2
1869,NH3,NH3,SO2
1870,NH3,NH3,SO2
1871,CO,OZONE,OZONE
1872,NH3,NH3,SO2
1873,PM2.5,PM10,PM10
1874,NH3,NH3,SO2
1875,PM2.5,PM10,PM10
1876,SO2,SO2,NO2
1877,OZONE,SO2,SO2
1878,NO2,CO,CO
1883,CO,SO2,NO2
1884,NO2,PM10,PM10
1885,OZONE,NH3,SO2
1888,NH3,NH3,SO2
1889,CO,OZONE,OZONE
1890,NO2,NH3,SO2
1891,NH3,NH3,SO2
1892,NH3,NH3,SO2
1893,PM2.5,PM10,PM10
1894,CO,NO2,NO2
1895,NH3,NH3,SO2
1896,NO2,OZONE,OZONE
1898,NH3,NH3,SO2
1899,NH3,SO2,SO2
1901,PM2.5,PM10,PM10
1902,PM2.5,NH3,SO2
1903,NO2,SO2,SO2
1904,PM10,NH3,SO2
1905,NO2,NH3,SO2
1906,CO,OZONE,OZONE
1907,OZONE,SO2,SO2
1908,OZONE,OZONE,NO2
1909,NH3,SO2,SO2
1911,PM10,PM2.5,PM2.5
1913,CO,CO,NO2
1914,PM2.5,PM10,PM10
1915,NH3,NH3,SO2
1917,CO,NO2,NO2
1918,PM10,PM2.5,PM2.5
1920,NO2,CO,CO
1921,NO2,SO2,SO2
1922,OZONE,SO2,SO2
1923,PM10,CO,PM2.5
1924,NH3,SO2,SO2
1926,PM2.5,CO,CO
1927,OZONE,SO2,SO2
1928,CO,SO2,NO2
1929,PM10,CO,CO
1932,NO2,SO2,SO2
1935,OZONE,NH3,SO2
1937,NH3,NH3,SO2
1939,NH3,NH3,SO2
1940,CO,NO2,NO2
1941,NH3,NH3,SO2
1943,OZONE,SO2,SO2
1944,OZONE,CO,NO2
1946,OZONE,NO2,NO2
1947,CO,PM10,PM10
1949,NH3,NH3,SO2
1950,CO,PM10,PM10
1952,NH3,NH3,SO2
1955,PM2.5,PM10,PM10
1957,PM10,CO,CO
1958,NH3,NH3,SO2
1960,NH3,NH3,SO2
1963,CO,NO2,NO2
1966,NH3,SO2,NO2
1967,CO,NO2,NO2
1968,PM2.5,PM10,PM10
1969,NH3,SO2,SO2
1971,SO2,SO2,NO2
1972,PM10,SO2,SO2
1973,PM10,CO,CO
1974,NO2,OZONE,CO
1977,SO2,NO2,NO2
1978,CO,NO2,NO2
1979,OZONE,NO2,NO2
1980,NH3,NO2,NO2
1981,CO,NO2,NO2
1983,NH3,NO2,NO2
1986,NH3,NO2,NO2
1987,CO,NO2,NO2
1988,OZONE,NO2,NO2
1989,SO2,NO2,NO2
1991,SO2,NO2,NO2
1992,OZONE,NO2,NO2
1993,SO2,NO2,NO2
1995,CO,OZONE,OZONE
1996,CO,OZONE,OZONE
1997,PM2.5,PM10,PM10
1998,NO2,NH3,SO2
2000,NO2,CO,CO
2001,NH3,NH3,SO2
2003,PM10,PM2.5,PM2.5
2005,SO2,CO,NO2
2007,PM10,PM2.5,PM2.5
2008,NO2,CO,CO
2012,CO,SO2,NO2
2014,CO,OZONE,NO2
2016,PM2.5,NH3,SO2
2018,OZONE,NO2,NO2
2019,PM10,SO2,SO2
2020,NH3,SO2,SO2
2021,NO2,SO2,SO2
2023,PM10,PM2.5,PM2.5
2025,PM2.5,NH3,SO2
2026,NH3,NH3,SO2
2028,PM10,PM2.5,PM2.5
2030,NH3,SO2,SO2
2031,PM2.5,PM10,PM10
2032,NO2,SO2,SO2
2033,PM10,SO2,SO2
2034,NO2,CO,CO
2036,SO2,NO2,NO2
2037,PM2.5,PM10,PM10
2039,NO2,NH3,SO2
2040,NH3,NH3,SO2
2041,PM10,PM2.5,PM2.5
2042,PM10,NH3,SO2
2044,NO2,CO,CO
2045,SO2,OZONE,OZONE
2048,NH3,NH3,SO2
2049,PM10,NH3,SO2
2050,NH3,NH3,SO2
2051,SO2,NO2,NO2
2055,OZONE,SO2,NO2
2056,NO2,SO2,SO2
2059,OZONE,SO2,SO2
2062,NH3,SO2,SO2
2064,NH3,SO2,SO2
2065,CO,CO,NO2
2068,NH3,NH3,NO2
2075,PM10,PM2.5,PM2.5
2078,PM10,PM2.5,PM2.5
2080,OZONE,NH3,SO2
2081,PM10,PM2.5,PM2.5
