id,pollutant_id,Prediction_LDA,Prediction_Bayes
2407,SO2,SO2,SO2
2408,NH3,SO2,SO2
2409,OZONE,NO2,NO2
2410,SO2,SO2,NO2
2411,NH3,NH3,SO2
2412,PM2.5,PM10,PM10
2413,PM2.5,PM10,PM10
2414,NH3,NH3,SO2
2415,SO2,NH3,SO2
2416,NO2,NH3,NO2
2417,CO,CO,CO
2418,OZONE,NH3,SO2
2419,NO2,NO2,NO2
2420,PM2.5,PM10,PM10
2421,NO2,NO2,NO2
2422,PM2.5,NH3,SO2
2423,NO2,NO2,NO2
2424,SO2,NH3,SO2
2425,PM10,PM10,PM10
2426,CO,CO,CO
2427,OZONE,NH3,SO2
2428,PM10,PM10,PM10
2429,PM10,PM10,PM10
2430,OZONE,OZONE,OZONE
2431,NO2,CO,CO
2432,OZONE,OZONE,OZONE
2433,NO2,SO2,NO2
2434,NO2,OZONE,OZONE
2435,NH3,NH3,SO2
2436,SO2,NH3,SO2
2437,NH3,SO2,NO2
2438,CO,NO2,NO2
2439,OZONE,OZONE,OZONE
2440,SO2,SO2,SO2
2441,OZONE,OZONE,OZONE
2442,NH3,NH3,SO2
2443,SO2,NH3,SO2
2444,OZONE,OZONE,OZONE
2445,PM2.5,PM2.5,PM2.5
2446,OZONE,OZONE,OZONE
2447,CO,OZONE,OZONE
2448,SO2,SO2,SO2
2449,SO2,NH3,SO2
2450,NH3,NH3,SO2
2451,NO2,PM10,PM10
2452,SO2,NH3,SO2
2453,OZONE,OZONE,CO
2454,NO2,NO2,NO2
2455,CO,PM2.5,PM2.5
2456,OZONE,NO2,NO2
2457,PM2.5,PM2.5,PM2.5
2458,PM10,PM2.5,PM2.5
2459,NO2,NO2,NO2
2460,PM2.5,PM2.5,PM2.5
2461,NO2,NO2,NO2
2462,PM10,PM10,PM10
2463,OZONE,OZONE,OZONE
2464,NH3,SO2,SO2
2465,OZONE,NO2,NO2
2466,PM10,PM10,PM10
2467,CO,NO2,NO2
2468,PM2.5,PM10,PM10
2469,NO2,OZONE,OZONE
2470,NH3,SO2,SO2
2471,SO2,SO2,SO2
2472,OZONE,OZONE,OZONE
2473,SO2,SO2,SO2
2474,NO2,PM10,PM10
2475,CO,PM2.5,PM2.5
2476,OZONE,NH3,SO2
2477,NH3,NH3,SO2
2478,OZONE,NH3,SO2
2479,PM10,CO,CO
2480,CO,OZONE,OZONE
2481,SO2,NH3,SO2
2482,NO2,NH3,SO2
2483,PM2.5,PM10,PM10
2484,PM10,PM10,PM10
2485,PM2.5,OZONE,NO2
2486,PM10,NO2,NO2
2487,NO2,SO2,SO2
2488,SO2,SO2,SO2
2489,SO2,PM10,PM10
2490,PM10,SO2,SO2
2491,NO2,SO2,SO2
2492,NO2,NO2,NO2
2493,NH3,SO2,SO2
2494,CO,SO2,SO2
2495,NH3,NH3,SO2
2496,SO2,NH3,SO2
2497,OZONE,NH3,SO2
2498,PM10,OZONE,PM2.5
2499,NO2,PM10,PM10
2500,CO,NO2,NO2
2501,NO2,NH3,SO2
2502,NH3,NH3,SO2
2503,PM10,PM10,PM10
2504,NH3,NH3,SO2
2505,CO,SO2,SO2
2506,CO,SO2,SO2
2507,PM10,SO2,NO2
2508,CO,SO2,NO2
2509,SO2,NH3,SO2
2510,OZONE,SO2,SO2
2511,PM2.5,PM2.5,PM2.5
2512,PM10,OZONE,OZONE
2513,CO,NH3,SO2
2514,PM10,PM10,PM10
2515,SO2,NH3,SO2
2516,CO,NO2,NO2
2517,OZONE,NH3,SO2
2518,CO,NO2,NO2
2519,CO,NH3,SO2
2520,PM2.5,PM2.5,PM2.5
2521,NO2,NO2,NO2
2522,NH3,NH3,SO2
2523,SO2,NO2,NO2
2524,NO2,NH3,SO2
2525,NH3,NH3,SO2
2526,NH3,NH3,SO2
2527,SO2,NH3,SO2
2528,CO,OZONE,OZONE
2529,NO2,CO,CO
2530,OZONE,OZONE,OZONE
2531,PM10,PM10,PM10
2532,SO2,NO2,NO2
2533,PM2.5,CO,CO
2534,SO2,NH3,SO2
2535,PM10,PM10,PM10
2536,OZONE,OZONE,OZONE
2537,SO2,NH3,SO2
2538,CO,CO,CO
2539,OZONE,SO2,NO2
2540,PM2.5,PM10,PM10
2541,CO,CO,CO
2542,OZONE,OZONE,OZONE
2543,SO2,NH3,SO2
2544,CO,CO,CO
2545,OZONE,SO2,SO2
2546,PM2.5,PM2.5,PM2.5
2547,PM10,PM10,PM10
2548,PM2.5,PM10,PM10
2549,PM10,CO,PM2.5
2550,SO2,NO2,NO2
2551,PM10,PM10,PM10
2552,OZONE,SO2,SO2
2553,NH3,NH3,SO2
2554,OZONE,OZONE,OZONE
2555,SO2,SO2,SO2
2556,PM10,PM10,PM10
2557,NO2,OZONE,OZONE
2558,PM2.5,NH3,SO2
2559,SO2,NH3,SO2
2560,NO2,CO,CO
2561,CO,CO,CO
2562,PM2.5,PM2.5,PM2.5
2563,CO,SO2,NO2
2564,PM2.5,PM2.5,PM2.5
2565,SO2,SO2,SO2
2566,NO2,SO2,SO2
2567,CO,CO,NO2
2568,PM10,PM10,PM10
2569,SO2,SO2,SO2
2570,PM10,PM10,PM10
2571,NO2,PM10,PM10
2572,NH3,NH3,SO2
2573,SO2,SO2,SO2
2574,PM2.5,PM10,PM10
2575,PM10,PM10,PM10
2576,NH3,NH3,SO2
2577,PM2.5,PM2.5,PM2.5
2578,NH3,SO2,SO2
2579,SO2,SO2,SO2
2580,OZONE,SO2,SO2
2581,NH3,SO2,SO2
2582,OZONE,SO2,SO2
2583,NH3,SO2,SO2
2584,PM10,PM10,PM10
2585,PM10,OZONE,OZONE
2586,NO2,NH3,SO2
2587,PM2.5,PM10,PM10
2588,PM10,PM10,PM10
2589,PM2.5,SO2,SO2
2590,OZONE,SO2,SO2
2591,CO,OZONE,OZONE
2592,OZONE,OZONE,OZONE
2593,PM10,CO,CO
2594,PM10,PM10,PM10
2595,SO2,SO2,SO2
2596,SO2,NH3,SO2
2597,OZONE,OZONE,OZONE
2598,PM2.5,PM2.5,PM2.5
2599,PM10,NH3,SO2
2600,NO2,NH3,SO2
2601,PM10,PM2.5,PM2.5
2602,NH3,NH3,SO2
2603,SO2,SO2,SO2
2604,PM10,PM2.5,PM2.5
2605,OZONE,OZONE,OZONE
2606,NH3,SO2,SO2
2607,SO2,NH3,SO2
2608,CO,CO,NO2
2609,OZONE,OZONE,OZONE
2610,NO2,SO2,SO2
2611,OZONE,OZONE,OZONE
2612,PM10,CO,CO
2613,NO2,OZONE,OZONE
2614,CO,OZONE,OZONE
2615,PM2.5,PM2.5,PM2.5
2616,NO2,SO2,SO2
2617,OZONE,NO2,NO2
2618,NH3,NH3,SO2
2619,NO2,NH3,SO2
2620,CO,NO2,NO2
2621,NH3,NH3,SO2
2622,SO2,NH3,SO2
2623,PM10,PM2.5,PM2.5
2624,PM10,CO,CO
2625,NO2,CO,CO
2626,OZONE,OZONE,OZONE
2627,PM2.5,CO,NO2
2628,NH3,SO2,NO2
2629,SO2,SO2,NO2
2630,CO,NO2,NO2
2631,SO2,NO2,NO2
2632,CO,OZONE,OZONE
2633,PM2.5,PM2.5,PM2.5
2634,PM10,PM2.5,PM2.5
2635,OZONE,NO2,NO2
2636,NO2,NO2,NO2
2637,PM2.5,NO2,NO2
2638,CO,NO2,NO2
2639,NO2,NH3,SO2
2640,PM2.5,PM2.5,PM2.5
2641,NH3,NH3,SO2
2642,OZONE,NO2,NO2
2643,PM2.5,PM10,PM10
2644,PM10,OZONE,OZONE
2645,CO,OZONE,OZONE
2646,NH3,NH3,SO2
2647,NO2,NH3,SO2
2648,CO,OZONE,OZONE
2649,OZONE,OZONE,OZONE
2650,OZONE,NH3,SO2
2651,PM2.5,PM10,PM10
2652,SO2,NO2,NO2
2653,NH3,NH3,SO2
2654,PM2.5,PM2.5,PM2.5
2655,NO2,SO2,NO2
2656,NH3,NH3,SO2
2657,NH3,NH3,SO2
2658,SO2,NH3,SO2
2659,OZONE,NO2,NO2
2660,PM2.5,PM2.5,PM2.5
2661,SO2,SO2,NO2
2662,SO2,OZONE,OZONE
2663,SO2,NH3,SO2
2664,OZONE,OZONE,OZONE
2665,CO,CO,NO2
2666,PM2.5,SO2,SO2
2667,NO2,SO2,SO2
2668,OZONE,OZONE,OZONE
2669,NO2,SO2,NO2
2670,CO,OZONE,OZONE
2671,PM2.5,PM2.5,PM2.5
2672,OZONE,OZONE,OZONE
2673,SO2,SO2,NO2
2674,CO,CO,CO
2675,OZONE,OZONE,OZONE
2676,SO2,SO2,NO2
2677,PM10,PM10,PM10
2678,OZONE,NO2,NO2
2679,NH3,NH3,SO2
2680,PM10,PM10,PM10
2681,NH3,SO2,SO2
2682,OZONE,SO2,SO2
2683,PM10,PM10,PM10
2684,OZONE,NO2,NO2
2685,PM2.5,PM2.5,PM2.5
2686,PM10,PM10,PM10
2687,NO2,SO2,SO2
2688,CO,OZONE,OZONE
2689,PM2.5,PM10,PM10
2690,NO2,NO2,NO2
2691,CO,CO,NO2
2692,OZONE,SO2,SO2
2693,SO2,NO2,NO2
2694,PM10,PM10,PM10
2695,NH3,NH3,SO2
2696,NH3,NH3,SO2
2697,SO2,NH3,NO2
2698,NH3,NH3,SO2
2699,CO,CO,CO
2700,OZONE,NH3,SO2
2701,PM10,PM10,PM10
2702,NH3,NH3,SO2
2703,CO,NO2,NO2
2704,PM2.5,PM2.5,PM2.5
2705,CO,CO,CO
2706,PM10,SO2,SO2
2707,CO,NO2,NO2
2708,OZONE,SO2,SO2
2709,PM10,PM10,PM10
2710,OZONE,OZONE,OZONE
2711,PM2.5,PM2.5,PM2.5
2712,CO,CO,CO
2713,OZONE,NH3,NO2
2714,NO2,CO,NO2
2715,OZONE,NH3,SO2
2716,NO2,NO2,NO2
2717,NH3,NH3,SO2
2718,OZONE,NO2,NO2
2719,CO,CO,NO2
2720,SO2,NH3,SO2
2721,CO,CO,CO
2722,SO2,NH3,SO2
2723,CO,CO,CO
2724,NH3,NH3,SO2
2725,OZONE,OZONE,OZONE
2726,PM10,PM2.5,PM2.5
2727,OZONE,OZONE,NO2
2728,PM2.5,PM2.5,PM2.5
2729,NO2,NO2,NO2
2730,NO2,NH3,NO2
2731,SO2,NH3,SO2
2732,NH3,NH3,SO2
2733,PM2.5,PM10,PM10
2734,NO2,NO2,NO2
2735,PM2.5,NH3,SO2
2736,PM10,PM2.5,PM2.5
2737,NO2,NH3,NO2
2738,PM2.5,NH3,SO2
2739,CO,CO,CO
2740,PM10,PM2.5,PM2.5
2741,SO2,NH3,SO2
2742,CO,OZONE,OZONE
2743,PM2.5,PM2.5,PM2.5
2744,PM2.5,PM2.5,PM2.5
2745,PM2.5,PM10,PM10
2746,SO2,NO2,NO2
2747,NO2,CO,NO2
2748,SO2,NH3,SO2
2749,NO2,CO,CO
2750,CO,OZONE,OZONE
2751,OZONE,NO2,NO2
2752,NO2,NH3,SO2
2753,NH3,NH3,SO2
2754,CO,CO,CO
2755,SO2,NH3,SO2
2756,OZONE,NH3,SO2
2757,NH3,NH3,SO2
2758,PM10,PM10,PM10
2759,NH3,NH3,SO2
2760,PM2.5,PM2.5,PM2.5
2761,PM10,PM10,PM10
2762,NH3,NH3,SO2
2763,SO2,NH3,SO2
2764,OZONE,OZONE,OZONE
2765,PM2.5,PM2.5,PM2.5
2766,CO,NH3,SO2
2767,NO2,NH3,SO2
2768,CO,NH3,NO2
2769,PM10,PM10,PM10
2770,NH3,NH3,SO2
2771,PM2.5,OZONE,OZONE
2772,NH3,NH3,SO2
2773,SO2,NH3,SO2
2774,NH3,SO2,SO2
2775,SO2,NO2,NO2
2776,PM2.5,PM2.5,PM2.5
2777,NH3,SO2,SO2
2778,NO2,NH3,SO2
2779,NH3,NH3,SO2
2780,NH3,NH3,SO2
2781,NO2,NH3,SO2
2782,NH3,NH3,SO2
2783,PM2.5,PM2.5,PM2.5
2784,NH3,NH3,SO2
2785,PM10,PM10,PM10
2786,CO,OZONE,OZONE
2787,NH3,NH3,SO2
2788,CO,NO2,NO2
2789,OZONE,NO2,NO2
2790,NO2,OZONE,OZONE
2791,PM10,OZONE,OZONE
2792,SO2,NH3,SO2
2793,CO,NH3,SO2
2794,NH3,NH3,SO2
2795,SO2,NH3,SO2
2796,PM2.5,PM2.5,PM2.5
2797,NH3,SO2,NO2
2798,CO,NO2,NO2
2799,OZONE,OZONE,OZONE
2800,CO,CO,CO
2801,PM2.5,PM2.5,PM2.5
2802,NO2,NH3,SO2
2803,NH3,NH3,SO2
2804,OZONE,OZONE,OZONE
2805,NO2,NH3,SO2
2806,NH3,NH3,SO2
2807,OZONE,NH3,NO2
2808,CO,CO,NO2
2809,PM2.5,PM2.5,PM2.5
2810,PM10,PM10,PM10
2811,NO2,SO2,SO2
2812,PM2.5,PM10,PM10
2813,NO2,SO2,SO2
2814,PM10,PM10,PM10
2815,NO2,SO2,SO2
2816,NH3,NH3,SO2
2817,OZONE,OZONE,OZONE
2818,PM2.5,CO,CO
2819,NH3,SO2,SO2
2820,SO2,SO2,SO2
2821,SO2,SO2,NO2
2822,CO,NO2,NO2
2823,OZONE,SO2,NO2
2824,OZONE,SO2,NO2
2825,PM10,PM10,PM10
2826,SO2,CO,CO
2827,OZONE,NH3,SO2
2828,OZONE,NH3,SO2
2829,PM2.5,NO2,NO2
2830,PM10,NO2,NO2
2831,NO2,NH3,SO2
2832,PM2.5,NH3,SO2
2833,NH3,NH3,SO2
2834,PM2.5,PM10,PM10
2835,NO2,NH3,SO2
2836,OZONE,NH3,SO2
2837,OZONE,NH3,SO2
2838,NH3,NH3,SO2
2839,SO2,NH3,SO2
2840,OZONE,NH3,SO2
2841,PM10,OZONE,OZONE
2842,NO2,NH3,NO2
2843,NH3,NH3,SO2
2844,CO,OZONE,OZONE
2845,PM10,CO,CO
2846,SO2,NH3,SO2
2847,CO,NO2,NO2
2848,PM10,CO,CO
2849,SO2,NH3,SO2
2850,PM10,CO,CO
2851,PM2.5,NH3,NO2
2852,NH3,NH3,SO2
2853,OZONE,NH3,NO2
2854,SO2,NH3,SO2
2855,NH3,NH3,SO2
2856,SO2,NH3,SO2
2857,PM2.5,OZONE,OZONE
2858,PM10,OZONE,OZONE
2859,NH3,NH3,SO2
2860,OZONE,NO2,NO2
2861,PM2.5,PM2.5,PM2.5
2862,PM10,NH3,SO2
2863,OZONE,NO2,NO2
2864,PM2.5,NO2,NO2
2865,CO,NO2,NO2
2866,OZONE,OZONE,OZONE
2867,SO2,NH3,SO2
2868,NO2,SO2,NO2
2869,NH3,NH3,SO2
2870,OZONE,OZONE,OZONE
2871,NO2,NO2,NO2
2872,PM2.5,NO2,NO2
2873,NO2,SO2,NO2
2874,NH3,NH3,SO2
2875,CO,SO2,NO2
2876,PM10,NO2,NO2
2877,NH3,NH3,SO2
2878,NH3,SO2,SO2
2879,OZONE,OZONE,OZONE
2880,PM10,PM10,PM10
2881,SO2,PM10,PM10
2882,CO,PM10,PM10
2883,NO2,SO2,SO2
2884,SO2,SO2,NO2
2885,PM2.5,SO2,NO2
2886,PM10,PM10,PM10
2887,SO2,SO2,NO2
2888,NO2,NH3,SO2
2889,SO2,SO2,SO2
2890,OZONE,SO2,SO2
2891,PM2.5,CO,CO
2892,PM10,OZONE,CO
2893,CO,SO2,NO2
2894,PM2.5,NO2,NO2
2895,PM10,NO2,NO2
2896,CO,NO2,NO2
2897,PM2.5,OZONE,OZONE
2898,NH3,SO2,SO2
2899,NO2,SO2,SO2
2900,NO2,NO2,NO2
2901,SO2,NO2,NO2
2902,CO,NO2,NO2
2903,OZONE,OZONE,OZONE
2904,PM10,PM10,PM10
2905,PM2.5,PM2.5,PM2.5
2906,NO2,NO2,NO2
2907,CO,CO,CO
2908,NO2,NO2,NO2
2909,SO2,SO2,NO2
2910,NO2,PM10,PM10
2911,SO2,SO2,NO2
2912,PM10,NH3,SO2
2913,NO2,NH3,SO2
2914,PM10,NH3,SO2
2915,NO2,SO2,NO2
2916,SO2,SO2,SO2
2917,NO2,PM10,PM10
2918,OZONE,OZONE,OZONE
2919,NO2,NH3,SO2
2920,CO,OZONE,OZONE
2921,PM2.5,OZONE,OZONE
2922,NO2,SO2,SO2
2923,PM2.5,PM10,PM10
2924,CO,NO2,NO2
2925,OZONE,OZONE,OZONE
2926,PM10,PM10,PM10
2927,OZONE,NO2,NO2
2928,SO2,SO2,SO2
2929,CO,NO2,NO2
2930,PM2.5,PM10,PM10
2931,PM10,PM10,PM10
2932,OZONE,NO2,NO2
2933,SO2,SO2,NO2
2934,NO2,NH3,SO2
2935,NH3,NH3,SO2
2936,CO,OZONE,OZONE
2937,NH3,NH3,SO2
2938,NO2,OZONE,OZONE
2939,CO,CO,CO
2940,PM2.5,PM10,PM10
2941,PM2.5,PM2.5,PM2.5
2942,NH3,NH3,SO2
2943,CO,NO2,NO2
2944,OZONE,PM2.5,PM2.5
2945,NO2,OZONE,NO2
2946,CO,SO2,SO2
2947,OZONE,SO2,NO2
2948,NH3,NH3,SO2
2949,PM2.5,CO,CO
2950,SO2,PM10,PM10
2951,CO,CO,NO2
2952,PM10,PM10,PM10
2953,CO,CO,CO
2954,SO2,CO,NO2
2955,NO2,NO2,NO2
2956,OZONE,OZONE,OZONE
2957,NH3,SO2,SO2
2958,SO2,SO2,NO2
2959,OZONE,OZONE,OZONE
2960,NH3,SO2,SO2
2961,OZONE,CO,NO2
2962,CO,CO,CO
2963,NH3,SO2,SO2
2964,CO,PM10,PM10
2965,NH3,NH3,SO2
2966,CO,OZONE,OZONE
2967,NO2,OZONE,OZONE
2968,SO2,CO,NO2
2969,CO,CO,CO
2970,PM2.5,PM2.5,PM2.5
2971,NO2,SO2,SO2
2972,SO2,SO2,SO2
2973,PM10,PM10,PM10
2974,OZONE,OZONE,OZONE
2975,PM2.5,PM10,PM10
2976,CO,SO2,SO2
2977,PM10,PM2.5,PM2.5
2978,OZONE,OZONE,OZONE
2979,NH3,NH3,SO2
2980,NO2,OZONE,OZONE
2981,CO,CO,CO
2982,PM10,PM10,PM10
2983,PM10,PM10,PM10
2984,OZONE,NO2,NO2
2985,PM10,PM10,PM10
2986,SO2,SO2,SO2
2987,CO,SO2,SO2
2988,PM10,NH3,SO2
2989,SO2,NH3,SO2
2990,NO2,CO,CO
2991,PM10,PM10,PM10
2992,NH3,NH3,SO2
2993,NO2,PM10,PM10
2994,NH3,NH3,SO2
2995,NO2,PM10,PM10
2996,CO,CO,CO
2997,PM10,PM10,PM10
2998,NH3,NH3,SO2
2999,OZONE,OZONE,OZONE
3000,PM2.5,PM10,PM10
3001,PM10,CO,CO
3002,CO,CO,NO2
3003,SO2,NH3,SO2
3004,NH3,NH3,SO2
3005,PM10,PM10,PM10
3006,OZONE,OZONE,OZONE
3007,CO,OZONE,OZONE
3008,OZONE,OZONE,OZONE
3009,PM10,PM2.5,PM2.5
3010,PM2.5,PM2.5,PM2.5
3011,NO2,CO,CO
3012,PM2.5,PM2.5,PM2.5
3013,NO2,PM2.5,PM2.5
3014,SO2,SO2,NO2
3015,NO2,CO,CO
3016,PM2.5,PM2.5,PM2.5
3017,CO,PM10,PM10
3018,OZONE,OZONE,NO2
3019,PM10,PM2.5,PM2.5
3020,NO2,OZONE,NO2
3021,NH3,SO2,SO2
3022,PM2.5,PM2.5,PM2.5
3023,NH3,SO2,SO2
3024,CO,PM10,PM10
3025,NH3,SO2,SO2
3026,OZONE,OZONE,OZONE
3027,NH3,SO2,SO2
3028,SO2,CO,CO
3029,CO,PM10,PM10
3030,CO,NO2,NO2
3031,NH3,SO2,SO2
3032,SO2,SO2,NO2
3033,OZONE,OZONE,OZONE
3034,NH3,NH3,SO2
3035,NO2,SO2,SO2
3036,SO2,SO2,NO2
3037,OZONE,NH3,SO2
3038,PM10,SO2,SO2
3039,NO2,NH3,SO2
3040,NH3,NH3,SO2
3041,SO2,NH3,SO2
3042,NO2,NO2,NO2
3043,CO,NO2,NO2
3044,PM10,PM2.5,PM2.5
3045,NO2,NH3,SO2
3046,SO2,OZONE,OZONE
3047,OZONE,OZONE,OZONE
3048,PM10,PM10,PM10
3049,SO2,NO2,NO2
3050,PM10,PM10,PM10
3051,NH3,NH3,SO2
3052,OZONE,OZONE,OZONE
3053,PM2.5,PM10,PM10
3054,PM10,PM10,PM10
3055,SO2,NH3,SO2
3056,CO,NO2,NO2
3057,CO,NH3,SO2
3058,SO2,SO2,SO2
3059,NO2,SO2,SO2
3060,NO2,SO2,SO2
3061,PM2.5,PM2.5,PM2.5
3062,NH3,SO2,SO2
3063,NO2,SO2,SO2
3064,SO2,SO2,SO2
3065,PM2.5,PM10,PM10
3066,NO2,NH3,SO2
3067,NH3,NH3,SO2
3068,PM10,OZONE,OZONE
3069,NO2,NH3,SO2
3070,NO2,SO2,SO2
3071,CO,NO2,NO2
3072,NO2,NO2,NO2
3073,SO2,SO2,SO2
3074,NO2,SO2,SO2
3075,SO2,SO2,SO2
3076,OZONE,SO2,SO2
3077,NO2,SO2,SO2
3078,NH3,SO2,SO2
3079,PM2.5,PM2.5,PM2.5
3080,OZONE,NO2,NO2
3081,PM2.5,PM10,PM10
3082,SO2,NH3,SO2
3083,PM2.5,PM2.5,PM2.5
3084,OZONE,OZONE,OZONE
3085,OZONE,OZONE,OZONE
3086,SO2,NH3,SO2
3087,CO,OZONE,OZONE
3088,OZONE,OZONE,OZONE
3089,PM2.5,PM2.5,PM2.5
3090,PM10,PM10,PM10
3091,CO,CO,NO2
3092,NO2,SO2,NO2
3093,NO2,NO2,NO2
3094,SO2,NH3,SO2
3095,PM2.5,PM2.5,PM2.5
3096,NO2,NO2,NO2
3097,CO,NO2,NO2
3098,NO2,NO2,NO2
3099,PM10,PM2.5,PM2.5
3100,NH3,NH3,SO2
3101,SO2,NH3,SO2
3102,CO,OZONE,OZONE
3103,PM2.5,PM2.5,PM2.5
3104,OZONE,OZONE,OZONE
3105,NH3,SO2,SO2
3106,SO2,NH3,SO2
3107,OZONE,NH3,SO2
3108,PM2.5,PM2.5,PM2.5
3109,SO2,NH3,SO2
3110,CO,OZONE,NO2
3111,PM2.5,PM2.5,PM2.5
3112,PM10,PM2.5,PM2.5
3113,NO2,OZONE,NO2
3114,PM2.5,NH3,SO2
3115,NH3,NH3,SO2
3116,SO2,NH3,SO2
3117,PM10,PM10,PM10
3118,SO2,SO2,SO2
3119,CO,CO,CO
3120,PM10,PM10,PM10
3121,NO2,OZONE,CO
3122,CO,CO,CO
3123,NO2,CO,CO
3124,PM2.5,PM2.5,PM2.5
3125,PM10,PM2.5,PM2.5
3126,PM2.5,PM2.5,PM2.5
3127,PM10,PM10,PM10
3128,PM2.5,PM2.5,PM2.5
3129,PM2.5,PM2.5,PM2.5
3130,SO2,NH3,SO2
3131,PM10,PM2.5,PM2.5
3132,NO2,CO,CO
3133,NO2,CO,CO
3134,CO,CO,CO
3135,NH3,NH3,SO2
3136,OZONE,CO,CO
3137,PM10,PM10,PM10
3138,NH3,SO2,SO2
3139,CO,NO2,NO2
3140,PM10,PM2.5,PM2.5
3141,SO2,SO2,SO2
3142,OZONE,CO,CO
3143,NH3,SO2,SO2
3144,CO,SO2,SO2
3145,PM2.5,PM2.5,PM2.5
3146,OZONE,OZONE,OZONE
3147,NH3,NO2,NO2
3148,OZONE,NO2,NO2
3149,NO2,CO,NO2
3150,CO,CO,CO
3151,NO2,NH3,SO2
3152,NH3,NH3,SO2
3153,SO2,SO2,SO2
3154,CO,NH3,SO2
3155,PM10,NH3,SO2
3156,SO2,NH3,SO2
3157,CO,OZONE,OZONE
3158,OZONE,NH3,SO2
3159,NO2,SO2,SO2
3160,SO2,SO2,SO2
3161,NO2,NH3,SO2
3162,NH3,NH3,SO2
3163,PM2.5,NO2,NO2
3164,PM10,OZONE,OZONE
3165,SO2,SO2,NO2
3166,CO,NO2,NO2
3167,NH3,NH3,SO2
3168,SO2,NH3,SO2
3169,OZONE,NH3,SO2
3170,NH3,NH3,SO2
3171,PM10,CO,CO
3172,NO2,SO2,SO2
3173,CO,NO2,NO2
3174,NH3,NH3,SO2
3175,NH3,NH3,SO2
3176,CO,OZONE,OZONE
3177,NO2,SO2,SO2
3178,CO,SO2,SO2
3179,PM2.5,SO2,NO2
3180,SO2,SO2,SO2
3181,CO,NO2,NO2
3182,PM2.5,SO2,NO2
3183,NH3,SO2,SO2
3184,NO2,SO2,SO2
3185,PM2.5,SO2,SO2
3186,SO2,SO2,SO2
3187,CO,CO,CO
3188,PM10,CO,CO
3189,CO,SO2,NO2
3190,NH3,NH3,SO2
3191,PM2.5,SO2,NO2
3192,PM2.5,PM10,PM10
3193,PM10,PM10,PM10
3194,OZONE,SO2,SO2
3195,NO2,NH3,SO2
3196,CO,NO2,NO2
3197,PM2.5,CO,CO
3198,PM10,CO,CO
3199,SO2,SO2,SO2
3200,OZONE,NH3,SO2
3201,PM2.5,NH3,SO2
3202,NH3,NH3,SO2
3203,NO2,NH3,SO2
3204,SO2,NH3,SO2
3205,PM10,SO2,NO2
3206,NH3,NH3,SO2
3207,CO,CO,CO
3208,PM10,PM10,PM10
3209,NO2,SO2,NO2
3210,SO2,NH3,SO2
3211,PM10,PM10,PM10
3212,CO,NO2,NO2
3213,PM2.5,PM10,PM10
3214,NO2,NH3,SO2
3215,NH3,NH3,SO2
3216,PM2.5,PM10,PM10
3217,OZONE,OZONE,OZONE
3218,NO2,PM10,PM10
3219,SO2,NH3,SO2
3220,PM10,CO,CO
3221,OZONE,NO2,NO2
3222,PM10,PM10,PM10
3223,SO2,NH3,SO2
3224,OZONE,NH3,SO2
3225,PM10,PM10,PM10
3226,PM10,CO,CO
3227,SO2,NH3,SO2
3228,CO,CO,CO
3229,PM10,PM10,PM10
3230,NH3,NH3,SO2
3231,CO,NO2,NO2
3232,PM2.5,PM2.5,PM2.5
3233,NO2,NO2,NO2
3234,NH3,NH3,SO2
3235,PM2.5,PM2.5,PM2.5
3236,PM10,CO,CO
3237,NH3,NH3,SO2
3238,PM10,PM10,PM10
3239,OZONE,OZONE,OZONE
3240,NO2,OZONE,OZONE
3241,OZONE,OZONE,OZONE
3242,PM10,CO,CO
3243,OZONE,NH3,SO2
3244,NO2,CO,CO
3245,PM10,PM2.5,PM2.5
3246,PM2.5,PM2.5,PM2.5
3247,PM10,PM2.5,PM2.5
3248,SO2,SO2,SO2
3249,PM10,PM10,PM10
3250,NO2,SO2,SO2
3251,NH3,NH3,SO2
3252,PM10,PM10,PM10
3253,SO2,SO2,SO2
3254,PM2.5,PM10,PM10
3255,NO2,NH3,SO2
3256,SO2,SO2,SO2
3257,CO,NO2,NO2
3258,OZONE,OZONE,OZONE
3259,SO2,SO2,SO2
3260,PM10,PM10,PM10
3261,CO,OZONE,CO
3262,NH3,NH3,SO2
3263,CO,SO2,SO2
3264,PM2.5,PM10,PM10
3265,SO2,SO2,SO2
3266,CO,CO,CO
3267,PM10,PM10,PM10
3268,CO,OZONE,OZONE
3269,PM10,PM10,PM10
3270,NH3,SO2,SO2
3271,SO2,SO2,SO2
3272,PM2.5,PM10,PM10
3273,PM10,PM10,PM10
3274,NO2,SO2,SO2
3275,OZONE,SO2,SO2
3276,PM2.5,PM10,PM10
3277,NH3,NH3,SO2
3278,PM2.5,PM2.5,PM2.5
3279,CO,CO,CO
3280,OZONE,SO2,SO2
3281,OZONE,OZONE,NO2
3282,PM2.5,PM10,PM10
3283,NO2,SO2,SO2
3284,CO,CO,CO
3285,PM10,CO,CO
3286,NO2,NO2,NO2
3287,SO2,SO2,SO2
3288,SO2,SO2,SO2
3289,SO2,SO2,SO2
3290,CO,CO,CO
3291,CO,NO2,NO2
3292,NO2,OZONE,CO
3293,NH3,NH3,SO2
3294,CO,OZONE,OZONE
3295,SO2,SO2,SO2
3296,CO,SO2,SO2
3297,PM2.5,PM10,PM10
