id,pollutant_id,Prediction_LDA,Prediction_Bayes
2669,NO2,SO2,NO2
2670,CO,OZONE,OZONE
2678,OZONE,NO2,NO2
2681,NH3,SO2,SO2
2682,OZONE,SO2,SO2
2684,OZONE,NO2,NO2
2687,NO2,SO2,SO2
2688,CO,OZONE,OZONE
2689,PM2.5,PM10,PM10
2692,OZONE,SO2,SO2
2693,SO2,NO2,NO2
2697,SO2,NH3,NO2
2700,OZONE,NH3,SO2
2703,CO,NO2,NO2
2706,PM10,SO2,SO2
2707,CO,NO2,NO2
2708,OZONE,SO2,SO2
2713,OZONE,NH3,NO2
2714,NO2,CO,NO2
2715,OZONE,NH3,SO2
2718,OZONE,NO2,NO2
2720,SO2,NH3,SO2
2722,SO2,NH3,SO2
2726,PM10,PM2.5,PM2.5
2730,NO2,NH3,NO2
2731,SO2,NH3,SO2
2733,PM2.5,PM10,PM10
2735,PM2.5,NH3,SO2
2736,PM10,PM2.5,PM2.5
2737,NO2,NH3,NO2
2738,PM2.5,NH3,SO2
2740,PM10,PM2.5,PM2.5
2741,SO2,NH3,SO2
2742,CO,OZONE,OZONE
2745,PM2.5,PM10,PM10
2746,SO2,NO2,NO2
2747,NO2,CO,NO2
2748,SO2,NH3,SO2
2749,NO2,CO,CO
2750,CO,OZONE,OZONE
2751,OZONE,NO2,NO2
2752,NO2,NH3,SO2
2755,SO2,NH3,SO2
2756,OZONE,NH3,SO2
2763,SO2,NH3,SO2
2766,CO,NH3,SO2
2767,NO2,NH3,SO2
2768,CO,NH3,NO2
2771,PM2.5,OZONE,OZONE
2773,SO2,NH3,SO2
2774,NH3,SO2,SO2
2775,SO2,NO2,NO2
2777,NH3,SO2,SO2
2778,NO2,NH3,SO2
2781,NO2,NH3,SO2
2786,CO,OZONE,OZONE
2788,CO,NO2,NO2
2789,OZONE,NO2,NO2
2790,NO2,OZONE,OZONE
2791,PM10,OZONE,OZONE
2792,SO2,NH3,SO2
2793,CO,NH3,SO2
2795,SO2,NH3,SO2
2797,NH3,SO2,NO2
2798,CO,NO2,NO2
2802,NO2,NH3,SO2
2805,NO2,NH3,SO2
2807,OZONE,NH3,NO2
2811,NO2,SO2,SO2
2812,PM2.5,PM10,PM10
2813,NO2,SO2,SO2
2815,NO2,SO2,SO2
2818,PM2.5,CO,CO
2819,NH3,SO2,SO2
2822,CO,NO2,NO2
2823,OZONE,SO2,NO2
2824,OZONE,SO2,NO2
2826,SO2,CO,CO
2827,OZONE,NH3,SO2
2828,OZONE,NH3,SO2
2829,PM2.5,NO2,NO2
2830,PM10,NO2,NO2
2831,NO2,NH3,SO2
2832,PM2.5,NH3,SO2
2834,PM2.5,PM10,PM10
2835,NO2,NH3,SO2
2836,OZONE,NH3,SO2
2837,OZONE,NH3,SO2
2839,SO2,NH3,SO2
2840,OZONE,NH3,SO2
2841,PM10,OZONE,OZONE
2842,NO2,NH3,NO2
2844,CO,OZONE,OZONE
2845,PM10,CO,CO
2846,SO2,NH3,SO2
2847,CO,NO2,NO2
2848,PM10,CO,CO
2849,SO2,NH3,SO2
2850,PM10,CO,CO
2851,PM2.5,NH3,NO2
2853,OZONE,NH3,NO2
2854,SO2,NH3,SO2
2856,SO2,NH3,SO2
2857,PM2.5,OZONE,OZONE
2858,PM10,OZONE,OZONE
2860,OZONE,NO2,NO2
2862,PM10,NH3,SO2
2863,OZONE,NO2,NO2
2864,PM2.5,NO2,NO2
2865,CO,NO2,NO2
2867,SO2,NH3,SO2
2868,NO2,SO2,NO2
2872,PM2.5,NO2,NO2
2873,NO2,SO2,NO2
2875,CO,SO2,NO2
2876,PM10,NO2,NO2
2878,NH3,SO2,SO2
2881,SO2,PM10,PM10
2882,CO,PM10,PM10
2883,NO2,SO2,SO2
2885,PM2.5,SO2,NO2
2888,NO2,NH3,SO2
2890,OZONE,SO2,SO2
2891,PM2.5,CO,CO
2892,PM10,OZONE,CO
2893,CO,SO2,NO2
2894,PM2.5,NO2,NO2
2895,PM10,NO2,NO2
2896,CO,NO2,NO2
2897,PM2.5,OZONE,OZONE
2898,NH3,SO2,SO2
2899,NO2,SO2,SO2
2901,SO2,NO2,NO2
2902,CO,NO2,NO2
2910,NO2,PM10,PM10
2912,PM10,NH3,SO2
2913,NO2,NH3,SO2
2914,PM10,NH3,SO2
2915,NO2,SO2,NO2
2917,NO2,PM10,PM10
2919,NO2,NH3,SO2
2920,CO,OZONE,OZONE
2921,PM2.5,OZONE,OZONE
2922,NO2,SO2,SO2
2923,PM2.5,PM10,PM10
2924,CO,NO2,NO2
2927,OZONE,NO2,NO2
2929,CO,NO2,NO2
2930,PM2.5,PM10,PM10
2932,OZONE,NO2,NO2
2934,NO2,NH3,SO2
2936,CO,OZONE,OZONE
2938,NO2,OZONE,OZONE
2940,PM2.5,PM10,PM10
2943,CO,NO2,NO2
2944,OZONE,PM2.5,PM2.5
2945,NO2,OZONE,NO2
2946,CO,SO2,SO2
2947,OZONE,SO2,NO2
2949,PM2.5,CO,CO
2950,SO2,PM10,PM10
2954,SO2,CO,NO2
2957,NH3,SO2,SO2
2960,NH3,SO2,SO2
2961,OZONE,CO,NO2
2963,NH3,SO2,SO2
2964,CO,PM10,PM10
2966,CO,OZONE,OZONE
2967,NO2,OZONE,OZONE
2968,SO2,CO,NO2
2971,NO2,SO2,SO2
2975,PM2.5,PM10,PM10
2976,CO,SO2,SO2
2977,PM10,PM2.5,PM2.5
2980,NO2,OZONE,OZONE
2984,OZONE,NO2,NO2
2987,CO,SO2,SO2
2988,PM10,NH3,SO2
2989,SO2,NH3,SO2
2990,NO2,CO,CO
2993,NO2,PM10,PM10
2995,NO2,PM10,PM10
3000,PM2.5,PM10,PM10
3001,PM10,CO,CO
3003,SO2,NH3,SO2
3007,CO,OZONE,OZONE
3009,PM10,PM2.5,PM2.5
3011,NO2,CO,CO
3013,NO2,PM2.5,PM2.5
3015,NO2,CO,CO
3017,CO,PM10,PM10
3019,PM10,PM2.5,PM2.5
3020,NO2,OZONE,NO2
3021,NH3,SO2,SO2
3023,NH3,SO2,SO2
3024,CO,PM10,PM10
3025,NH3,SO2,SO2
3027,NH3,SO2,SO2
3028,SO2,CO,CO
3029,CO,PM10,PM10
3030,CO,NO2,NO2
3031,NH3,SO2,SO2
3035,NO2,SO2,SO2
3037,OZONE,NH3,SO2
3038,PM10,SO2,SO2
3039,NO2,NH3,SO2
3041,SO2,NH3,SO2
3043,CO,NO2,NO2
3044,PM10,PM2.5,PM2.5
3045,NO2,NH3,SO2
3046,SO2,OZONE,OZONE
3049,SO2,NO2,NO2
3053,PM2.5,PM10,PM10
3055,SO2,NH3,SO2
3056,CO,NO2,NO2
3057,CO,NH3,SO2
3059,NO2,SO2,SO2
3060,NO2,SO2,SO2
3062,NH3,SO2,SO2
3063,NO2,SO2,SO2
3065,PM2.5,PM10,PM10
3066,NO2,NH3,SO2
3068,PM10,OZONE,OZONE
3069,NO2,NH3,SO2
3070,NO2,SO2,SO2
3071,CO,NO2,NO2
3074,NO2,SO2,SO2
3076,OZONE,SO2,SO2
3077,NO2,SO2,SO2
3078,NH3,SO2,SO2
3080,OZONE,NO2,NO2
3081,PM2.5,PM10,PM10
3082,SO2,NH3,SO2
3086,SO2,NH3,SO2
3087,CO,OZONE,OZONE
3092,NO2,SO2,NO2
3094,SO2,NH3,SO2
3097,CO,NO2,NO2
3099,PM10,PM2.5,PM2.5
3101,SO2,NH3,SO2
3102,CO,OZONE,OZONE
3105,NH3,SO2,SO2
3106,SO2,NH3,SO2
3107,OZONE,NH3,SO2
3109,SO2,NH3,SO2
3110,CO,OZONE,NO2
3112,PM10,PM2.5,PM2.5
3113,NO2,OZONE,NO2
3114,PM2.5,NH3,SO2
3116,SO2,NH3,SO2
3121,NO2,OZONE,CO
3123,NO2,CO,CO
3125,PM10,PM2.5,PM2.5
3130,SO2,NH3,SO2
3131,PM10,PM2.5,PM2.5
3132,NO2,CO,CO
3133,NO2,CO,CO
3136,OZONE,CO,CO
3138,NH3,SO2,SO2
3139,CO,NO2,NO2
3140,PM10,PM2.5,PM2.5
3142,OZONE,CO,CO
3143,NH3,SO2,SO2
3144,CO,SO2,SO2
3147,NH3,NO2,NO2
3148,OZONE,NO2,NO2
3149,NO2,CO,NO2
3151,NO2,NH3,SO2
3154,CO,NH3,SO2
3155,PM10,NH3,SO2
3156,SO2,NH3,SO2
3157,CO,OZONE,OZONE
3158,OZONE,NH3,SO2
3159,NO2,SO2,SO2
3161,NO2,NH3,SO2
3163,PM2.5,NO2,NO2
3164,PM10,OZONE,OZONE
3166,CO,NO2,NO2
3168,SO2,NH3,SO2
3169,OZONE,NH3,SO2
3171,PM10,CO,CO
3172,NO2,SO2,SO2
3173,CO,NO2,NO2
3176,CO,OZONE,OZONE
3177,NO2,SO2,SO2
3178,CO,SO2,SO2
3179,PM2.5,SO2,NO2
3181,CO,NO2,NO2
3182,PM2.5,SO2,NO2
3183,NH3,SO2,SO2
3184,NO2,SO2,SO2
3185,PM2.5,SO2,SO2
3188,PM10,CO,CO
3189,CO,SO2,NO2
3191,PM2.5,SO2,NO2
3192,PM2.5,PM10,PM10
3194,OZONE,SO2,SO2
3195,NO2,NH3,SO2
3196,CO,NO2,NO2
3197,PM2.5,CO,CO
3198,PM10,CO,CO
3200,OZONE,NH3,SO2
3201,PM2.5,NH3,SO2
3203,NO2,NH3,SO2
3204,SO2,NH3,SO2
3205,PM10,SO2,NO2
3209,NO2,SO2,NO2
3210,SO2,NH3,SO2
3212,CO,NO2,NO2
3213,PM2.5,PM10,PM10
3214,NO2,NH3,SO2
3216,PM2.5,PM10,PM10
3218,NO2,PM10,PM10
3219,SO2,NH3,SO2
3220,PM10,CO,CO
3221,OZONE,NO2,NO2
3223,SO2,NH3,SO2
3224,OZONE,NH3,SO2
3226,PM10,CO,CO
3227,SO2,NH3,SO2
3231,CO,NO2,NO2
3236,PM10,CO,CO
3240,NO2,OZONE,OZONE
3242,PM10,CO,CO
3243,OZONE,NH3,SO2
3244,NO2,CO,CO
3245,PM10,PM2.5,PM2.5
3247,PM10,PM2.5,PM2.5
3250,NO2,SO2,SO2
3254,PM2.5,PM10,PM10
3255,NO2,NH3,SO2
3257,CO,NO2,NO2
3261,CO,OZONE,CO
3263,CO,SO2,SO2
3264,PM2.5,PM10,PM10
3268,CO,OZONE,OZONE
3270,NH3,SO2,SO2
3272,PM2.5,PM10,PM10
3274,NO2,SO2,SO2
3275,OZONE,SO2,SO2
3276,PM2.5,PM10,PM10
3280,OZONE,SO2,SO2
3282,PM2.5,PM10,PM10
3283,NO2,SO2,SO2
3285,PM10,CO,CO
3291,CO,NO2,NO2
3292,NO2,OZONE,CO
3294,CO,OZONE,OZONE
3296,CO,SO2,SO2
3297,PM2.5,PM10,PM10
3298,NO2,CO,CO
3299,NO2,OZONE,OZONE
3300,CO,NO2,NO2
3301,OZONE,NO2,NO2
3303,CO,NO2,NO2
3304,OZONE,NO2,NO2
3305,NO2,SO2,SO2
3306,CO,OZONE,OZONE
3307,CO,OZONE,OZONE
3308,PM10,PM2.5,PM2.5
3309,NO2,OZONE,OZONE
3310,OZONE,CO,NO2
3312,NH3,SO2,SO2
3313,SO2,NO2,NO2
3315,NH3,SO2,SO2
