id,state,city,station,station_code,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
3,Andhra_Pradesh,Tirupati,Tirumala, APPCB,CO,40,64,47
6,Andhra_Pradesh,Tirupati,Vaikuntapuram, APPCB,CO,42,57,48
8,Andhra_Pradesh,Vijayawada,HB Colony, APPCB,CO,24,24,24
18,Assam,Silchar,Tarapur, PCBA,CO,27,43,32
24,Bihar,Bhagalpur,DM Office_Kachari Chowk, BSPCB,CO,34,74,60
29,Bihar,Gaya,SFTI Kusdihra, BSPCB,CO,32,66,40
39,Bihar,Muzaffarpur,Buddha Colony, BSPCB,CO,2,106,33
44,Bihar,Pat0,DRM Office Da0pur, BSPCB,CO,16,167,66
49,Bihar,Pat0,Rajbansi 0gar, BSPCB,CO,73,116,98
50,Bihar,Pat0,Samanpura, BSPCB,CO,101,186,179
61,Chandigarh,Chandigarh,Sector 22, CPCC,CO,27,119,98
84,Delhi,Delhi,Ashok Vihar, DPCC,CO,66,158,155
91,Delhi,Delhi,IGI Airport (T3), IMD,CO,76,120,91
94,Delhi,Delhi,ITO, CPCB,CO,14,139,78
97,Delhi,Delhi,Lodhi Road, IMD,CO,98,119,102
118,Delhi,Delhi,Pusa, IMD,CO,86,125,99
126,Delhi,Delhi,Vivek Vihar, DPCC,CO,24,119,67
128,Gujarat,Ahmedabad,Mani0gar, GPCB,CO,11,96,46
146,Gujarat,Vapi,Phase, GPCB,CO,1,175,120
149,Gujarat,Vatva,Phase, GPCB,CO,38,40,39
155,Harya0,Ballabgarh,0thu Colony, HSPCB,CO,5,107,56
157,Harya0,Bhiwani,H.B. Colony, HSPCB,CO,72,103,91
162,Harya0,Faridabad,Sector 30, HSPCB,CO,30,140,78
180,Harya0,Kurukshetra,Sector, HSPCB,CO,36,112,69
196,Jharkhand,Dhanbad,Kalakusuma, DMC,CO,106,114,113
204,Kar0taka,Bengaluru,Jigani, KSPCB,CO,39,70,55
210,Kar0taka,Bengaluru,Sanegurava Halli, KSPCB,CO,20,38,27
217,Kar0taka,Dava0gere,Devaraj Urs Badavane, KSPCB,CO,12,24,18
222,Kar0taka,Kalaburagi,Mahatma Basaveswar Colony, KSPCB,CO,36,101,62
224,Kar0taka,Karwar,KHB Colony, KSPCB,CO,1,156,64
226,Kar0taka,Koppal,Diwator 0gar, KSPCB,CO,74,104,84
230,Kar0taka,Mangalore,Kadri, KSPCB,CO,44,54,51
237,Kar0taka,Tumakuru,Thimmalapura, KSPCB,CO,28,67,37
241,Kerala,Kochi,Vyttila, Kerala PCB,CO,48,59,53
244,Kerala,Thiruva0nthapuram,Plammoodu, Kerala PCB,CO,16,70,52
255,Madhya Pradesh,Gwalior,Phool Bagh, Mondelez Ind. Food,CO,34,68,48
260,Madhya Pradesh,Indore,Regio0l Park, IMC,CO,18,50,24
266,Madhya Pradesh,Maihar,Sahilara, KJS Cements,CO,22,55,34
274,Madhya Pradesh,Sagar,Deen Dayal 0gar, MPPCB,CO,3,129,49
281,Maharashtra,Amravati,Shivneri Colony, MPCB,CO,18,62,42
294,Maharashtra,Bhiwandi,Gokul 0gar, MPCB,CO,27,100,49
298,Maharashtra,Kolhapur,Shivaji University, MPCB,CO,12,84,38
303,Maharashtra,Malegaon,Mahesh 0gar, MPCB,CO,5,95,28
306,Maharashtra,Mumbai,Bandra Kurla Complex, IITM,CO,12,104,97
309,Maharashtra,Mumbai,Borivali East, IITM,CO,41,100,57
313,Maharashtra,Mumbai,Borivali East, MPCB,CO,2,105,30
326,Maharashtra,Mumbai,Kandivali East, MPCB,CO,63,104,85
330,Maharashtra,Mumbai,Kandivali West, BMC,CO,39,98,49
332,Maharashtra,Mumbai,Kherwadi_Bandra East, MPCB,CO,30,139,41
334,Maharashtra,Mumbai,Kurla, MPCB,CO,49,90,53
335,Maharashtra,Mumbai,Mazgaon, IITM,CO,4,66,39
346,Maharashtra,Mumbai,Sion, MPCB,CO,23,104,45
348,Maharashtra,Mumbai,Vasai West, MPCB,CO,45,76,58
353,Maharashtra,0gpur,Opp GPO Civil Lines, MPCB,CO,42,144,101
360,Maharashtra,0vi Mumbai,Kopripada, MPCB,CO,33,113,69
362,Maharashtra,0vi Mumbai,Mahape, MPCB,CO,28,57,41
372,Maharashtra,Pimpri-Chinchwad,Park Street Wakad, MPCB,CO,22,143,68
374,Maharashtra,Pune,Bhosari, IITM,CO,22,43,27
383,Maharashtra,Solapur,Ratandeep Housing Society, MPCB,CO,22,173,87
393,Meghalaya,Shillong,JN Stadium, Meghalaya PCB,CO,15,106,56
394,Meghalaya,Shillong,Lumpyngngad, Meghalaya PCB,CO,6,20,12
399,Odisha,Balasore,Kalidaspur, OSPCB,CO,46,120,107
400,Odisha,Barbil,Forest Office, OSPCB,CO,44,105,61
402,Odisha,Bhubaneswar,Lingraj Mandir, OSPCB,CO,34,94,46
408,Odisha,Cuttack,CDA Area, OSPCB,CO,35,92,56
418,Odisha,Suakati,OMC Colony, OSPCB,CO,10,15,11
423,Punjab,Amritsar,Golden Temple, PPCB,CO,2,32,17
432,Punjab,Mandi Gobindgarh,RIMT University, PPCB,CO,24,55,44
435,Rajasthan,Ajmer,Civil Lines, RSPCB,CO,16,88,37
439,Rajasthan,Banswara,Rati Talai, RSPCB,CO,43,111,72
442,Rajasthan,Baran,Bamboliya, RSPCB,CO,36,74,44
448,Rajasthan,Bikaner,MM Ground, RSPCB,CO,26,130,95
452,Rajasthan,Churu,Subash Chowk, RSPCB,CO,14,82,30
453,Rajasthan,Dungarpur,Bhoiwada, RSPCB,CO,39,83,53
454,Rajasthan,Jaipur,Mansarovar Sector, RSPCB,CO,26,132,68
458,Rajasthan,Jaipur,RIICO Sitapura, RSPCB,CO,28,126,58
465,Rajasthan,Jodhpur,Digari Kalan, RSPCB,CO,18,120,61
468,Rajasthan,Jodhpur,Jhalamand, RSPCB,CO,26,106,58
478,Rajasthan,Kota,Shri0th Puram, RSPCB,CO,18,59,37
481,Rajasthan,0gaur,Karni Colony, RSPCB,CO,38,104,67
495,Tamil0du,Chengalpattu,Crescent University, TNPCB,CO,24,29,26
509,Tamil0du,Rama0thapuram,Chalai Bazaar, TNPCB,CO,2,10,5
514,Telanga0,Hyderabad,Central University, TSPCB,CO,22,105,61
519,Telanga0,Hyderabad,IITH Kandi, TSPCB,CO,20,81,39
521,Telanga0,Hyderabad,Kokapet, TSPCB,CO,12,18,14
528,Tripura,Agartala,Bardowali, Tripura SPCB,CO,38,101,77
545,Uttar_Pradesh,Ghaziabad,Indirapuram, UPPCB,CO,14,52,31
552,Uttar_Pradesh,Gorakhpur,Madan Mohan Malaviya University of Technology, UPPCB,CO,36,62,38
557,Uttar_Pradesh,Greater Noida,Knowledge Park , UPPCB,CO,18,121,89
565,Uttar_Pradesh,Kanpur,Nehru 0gar, UPPCB,CO,2,118,78
581,Uttar_Pradesh,Moradabad,Buddhi Vihar, UPPCB,CO,57,110,73
584,Uttar_Pradesh,Moradabad,Kashiram 0gar, UPPCB,CO,22,102,74
588,Uttar_Pradesh,Moradabad,Transport 0gar, UPPCB,CO,40,42,41
592,Uttar_Pradesh,Noida,Sector , IMD,CO,78,106,93
596,Uttar_Pradesh,Noida,Sector, UPPCB,CO,4,108,65
598,Uttar_Pradesh,Prayagraj,Jhunsi, UPPCB,CO,28,104,63
622,West_Bengal,Howrah,Belur Math, WBPCB,CO,4,111,42
634,Andhra_Pradesh,Amaravati,Secretariat, APPCB,CO,16,55,47
645,Andhra_Pradesh,Vijayawada,Kanuru, APPCB,CO,32,57,46
657,Assam,Guwahati,Railway Colony, PCBA,CO,0,0,0
658,Assam,0lbari,Bata Chowk, PCBA,CO,7,126,99
671,Bihar,Bhagalpur,Mayaganj, BSPCB,CO,6,11,9
678,Bihar,Gaya,Kareemganj, BSPCB,CO,6,107,48
683,Bihar,Katihar,Mirchaibari, BSPCB,CO,27,34,33
688,Bihar,Muzaffarpur,MIT, BSPCB,CO,1,102,87
701,Bihar,Siwan,Chitragupta 0gar, BSPCB,CO,46,150,118
707,Chhattisgarh,Bhilai,Hathkhoj, CECB,CO,39,103,53
710,Chhattisgarh,Bilaspur,Mangala, NTPC,CO,16,26,24
715,Chhattisgarh,Korba,Rampur, CECB,CO,24,50,30
730,Delhi,Delhi,Aya 0gar, IMD,CO,54,101,66
740,Delhi,Delhi,Jawaharlal Nehru Stadium, DPCC,CO,34,127,74
742,Delhi,Delhi,Major Dhyan Chand 0tio0l Stadium, DPCC,CO,10,130,88
750,Delhi,Delhi,NSIT Dwarka, CPCB,CO,38,121,50
759,Delhi,Delhi,Okhla Phase, DPCC,CO,2,128,64
763,Delhi,Delhi,R K Puram, DPCC,CO,46,104,61
775,Delhi,Delhi,Wazirpur, DPCC,CO,10,148,87
780,Gujarat,Ahmedabad,Gyaspur, IITM,CO,30,30,30
801,Harya0,Charkhi Dadri,Mini Secretariat, HSPCB,CO,52,104,76
804,Harya0,Faridabad,Sector, HSPCB,CO,24,122,80
808,Harya0,Gurugram,Sector, HSPCB,CO,59,122,84
812,Harya0,Kaithal,Rishi 0gar, HSPCB,CO,46,107,86
815,Harya0,Rohtak,MD University, HSPCB,CO,14,109,59
819,Harya0,Sirsa,F, HSPCB,CO,64,107,77
822,Harya0,Yamu0 0gar,Gobind Pura, HSPCB,CO,33,120,59
825,Himachal Pradesh,Baddi,HIMUDA Complex Phase, HPPCB,CO,34,108,63
829,Jharkhand,Dhanbad,Sardar Patel 0gar, JSPCB,CO,0,0,0
836,Kar0taka,Bengaluru,Bapuji 0gar, KSPCB,CO,20,76,54
839,Kar0taka,Bengaluru,Hombegowda 0gar, KSPCB,CO,11,34,20
843,Kar0taka,Bengaluru,Jaya0gar 5th Block, KSPCB,CO,2,31,21
849,Kar0taka,Bengaluru,Shivapura_Peenya, KSPCB,CO,17,57,33
854,Kar0taka,Bengaluru,Silk Board, KSPCB,CO,6,30,17
865,Kar0taka,Dharwad,Kalabhavan, KSPCB,CO,49,140,92
866,Kar0taka,Gadag,Panchal 0gar, KSPCB,CO,45,61,48
881,Kar0taka,Rama0gara,Vijay 0gar, KSPCB,CO,2,36,21
884,Kar0taka,Shivamogga,Vinoba 0gara, KSPCB,CO,20,36,25
894,Kerala,Thrissur,Corporation Ground, Kerala PCB,CO,14,62,26
908,Madhya Pradesh,Indore,Maguda 0gar, IMC,CO,26,36,30
911,Madhya Pradesh,Jabalpur,Govindh Bhavan Colony, JMC,CO,32,52,43
914,Madhya Pradesh,Jabalpur,Marhatal, MPPCB,CO,40,150,96
921,Madhya Pradesh,Mandideep,Sector, MPPCB,CO,28,109,57
951,Maharashtra,Jal0,Old MIDC, MPCB,CO,24,41,27
957,Maharashtra,Mahad,Kamble Tarf Birwadi, MPCB,CO,21,40,31
987,Maharashtra,Mumbai,0vy 0gar, IITM,CO,36,84,50
989,Maharashtra,Mumbai,Powai, MPCB,CO,38,52,47
993,Maharashtra,Mumbai,Siddharth 0gar, IITM,CO,101,106,104
1003,Maharashtra,0gpur,Ambazari, MPCB,CO,26,107,73
1013,Maharashtra,0shik,Pandav 0gari, MPCB,CO,38,106,54
1020,Maharashtra,0vi Mumbai,Nerul, MPCB,CO,30,104,50
1040,Maharashtra,Solapur,Dnyaneshwar 0gar, MPCB,CO,19,115,55
1055,Manipur,Imphal,Manipur University, Manipur PCB,CO,10,68,28
1067,Odisha,Bhubaneswar,Patia, OSPCB,CO,2,72,27
1068,Odisha,Bileipada,Tata Township, OSPCB,CO,20,40,24
1072,Odisha,Brajraj0gar,GM Office, OSPCB,CO,75,122,93
1074,Odisha,Byasa0gar,Ferro Chrome Colony, OSPCB,CO,44,111,91
1088,Odisha,Tensa,Barsua Iron Ore Mines, OSPCB,CO,24,48,34
1091,Puducherry,Puducherry,Jawahar 0gar, PPCC,CO,24,66,52
1093,Punjab,Bathinda,Hardev 0gar, PPCB,CO,2,108,9
1094,Punjab,Jalandhar,Civil Line, PPCB,CO,20,58,37
1101,Punjab,Rup0gar,Ratanpura, Ambuja Cements,CO,58,119,98
1115,Rajasthan,Dholpur,Raja Ganj, RSPCB,CO,31,125,73
1127,Rajasthan,Jalore,Mudtra Sili, RSPCB,CO,42,118,78
1135,Rajasthan,Jodhpur,Mandor, RSPCB,CO,41,98,66
1144,Rajasthan,Pratapgarh,Pragati 0gar, RSPCB,CO,32,54,41
1148,Rajasthan,Sawai Madhopur,Sahu 0gar, RSPCB,CO,52,111,81
1151,Rajasthan,Sirohi,Vedhay0th Colony, RSPCB,CO,12,66,27
1153,Rajasthan,Sri Ganga0gar,Old City, RSPCB,CO,34,182,121
1187,Telanga0,Hyderabad,ICRISAT Patancheru, TSPCB,CO,50,109,77
1194,Telanga0,Hyderabad,Ramachandrapuram, TSPCB,CO,20,26,26
1195,Telanga0,Hyderabad,Somajiguda, TSPCB,CO,20,58,35
1206,Uttar_Pradesh,Baghpat,Sardar Patel Inter College, UPPCB,CO,28,105,74
1210,Uttar_Pradesh,Firozabad,0gla Bhau, UPPCB,CO,10,103,20
1216,Uttar_Pradesh,Ghaziabad,Vasundhara, UPPCB,CO,42,121,84
1217,Uttar_Pradesh,Greater Noida,Knowledge Park , UPPCB,CO,48,111,88
1222,Uttar_Pradesh,Khurja,Kalindi Kunj, UPPCB,CO,0,0,0
1254,Uttar_Pradesh,Vara0si,Bhelupur, UPPCB,CO,38,119,64
1268,West_Bengal,Howrah,Ghusuri, WBPCB,CO,4,116,30
1273,West_Bengal,Kolkata,Bidhan0gar, WBPCB,CO,19,116,38
1280,West_Bengal,Kolkata,Victoria, WBPCB,CO,43,138,77
1287,Andhra_Pradesh,Chittoor,Gangineni Cheruvu, APPCB,CO,12,53,36
1307,Assam,0gaon,Christianpatty, PCBA,CO,4,20,12
1320,Bihar,Aurangabad,Gurdeo 0gar, BSPCB,CO,1,82,30
1327,Bihar,Gaya,Collectorate, BSPCB,CO,24,44,30
1336,Bihar,Munger,Town Hall, BSPCB,CO,16,72,38
1343,Bihar,Pat0,IGSC Planetarium Complex, BSPCB,CO,22,30,27
1346,Bihar,Pat0,Muradpur, BSPCB,CO,15,159,68
1349,Bihar,Purnia,Mariam 0gar, BSPCB,CO,42,89,63
1351,Bihar,Rajgir,Dangi Tola, BSPCB,CO,10,108,46
1355,Bihar,Samastipur,DM Office_Kasipur, BSPCB,CO,14,34,25
1362,Chandigarh,Chandigarh,Sector, CPCC,CO,40,108,72
1364,Chandigarh,Chandigarh,Sector, CPCC,CO,38,136,98
1366,Chhattisgarh,Bhilai,32Bungalows, CECB,CO,69,107,89
1369,Chhattisgarh,Bhilai,Civic Center, Bhilai Steel Plant,CO,10,78,43
1377,Chhattisgarh,Korba,Urja 0gar, CECB,CO,34,66,43
1378,Chhattisgarh,Kunjemura,OP Jindal School, CECB,CO,36,60,43
1381,Chhattisgarh,Raipur,Bhatagaon New ISBT, CECB,CO,45,164,88
1387,Delhi,Delhi,CRRI Mathura Road, IMD,CO,88,115,97
1389,Delhi,Delhi,DTU, CPCB,CO,54,90,68
1401,Delhi,Delhi,Jahangirpuri, DPCC,CO,54,114,90
1407,Delhi,Delhi,Mandir Marg, DPCC,CO,22,117,51
1408,Delhi,Delhi,Mundka, DPCC,CO,50,112,72
1412,Delhi,Delhi,0jafgarh, DPCC,CO,36,60,49
1415,Delhi,Delhi,New Moti Bagh, MHUA,CO,42,131,76
1420,Delhi,Delhi,Patparganj, DPCC,CO,35,112,71
1425,Delhi,Delhi,Pusa, DPCC,CO,24,111,72
1430,Delhi,Delhi,Rohini, DPCC,CO,28,148,80
1440,Gujarat,Ahmedabad,Chandkheda, IITM,CO,8,90,31
1442,Gujarat,Ahmedabad,Raikhad, IITM,CO,32,129,78
1448,Gujarat,Ahmedabad,SVPI Airport Hansol, IITM,CO,22,108,56
1454,Gujarat,Gandhi0gar,GIFT City, IITM,CO,4,40,27
1459,Gujarat,Gandhi0gar,IIPHG Lekawada, IITM,CO,26,32,27
1464,Gujarat,Gandhi0gar,Sector, GPCB,CO,19,135,72
1468,Harya0,Ambala,Patti Mehar, HSPCB,CO,31,60,40
1469,Harya0,Bahadurgarh,Arya 0gar, HSPCB,CO,38,55,47
1477,Harya0,Gurugram,NISE Gwal Pahari, IMD,CO,87,118,100
1479,Harya0,Hisar,Urban Estate, HSPCB,CO,100,126,105
1480,Harya0,Jind,Police Lines, HSPCB,CO,22,26,24
1486,Harya0,Mandikhera,General Hospital, HSPCB,CO,18,81,31
1488,Harya0,Manesar,Sector, HSPCB,CO,22,127,70
1491,Harya0,Palwal,Shyam 0gar, HSPCB,CO,6,11,8
1494,Harya0,Panipat,Sector, HSPCB,CO,23,26,25
1507,Kar0taka,Bagalkot,Vidayagiri, KSPCB,CO,22,51,38
1509,Kar0taka,Bengaluru,BTM Layout, CPCB,CO,36,44,42
1514,Kar0taka,Bengaluru,Hebbal, KSPCB,CO,8,46,26
1522,Kar0taka,Bengaluru,Kasturi 0gar, KSPCB,CO,24,26,24
1529,Kar0taka,Chikkaballapur,Chikkaballapur Rural, KSPCB,CO,6,28,8
1534,Kar0taka,Haveri,Ashwini 0gar, KSPCB,CO,32,34,34
1536,Kar0taka,Hubballi,Deshpande 0gar, KSPCB,CO,66,84,72
1539,Kar0taka,Kalaburagi,Lal Bahadur Shastri 0gar, KSPCB,CO,37,55,37
1550,Kar0taka,Mysuru,Hebbal 1st Stage, KSPCB,CO,6,50,20
1562,Kerala,Eloor,Udyogamandal, Kerala PCB,CO,10,78,41
1575,Madhya Pradesh,Dewas,Bhopal Chauraha, MPPCB,CO,24,60,42
1588,Madhya Pradesh,Jabalpur,Gupteshwar, JMC,CO,44,148,91
1592,Madhya Pradesh,Jabalpur,Suhagi, JMC,CO,6,106,69
1600,Madhya Pradesh,Sagar,Civil Lines, MPPCB,CO,30,47,35
1603,Madhya Pradesh,Singrauli,Suryakiran Bhawan NCL, MPPCB,CO,104,126,112
1618,Maharashtra,Dhule,Deopur, MPCB,CO,27,78,37
1627,Maharashtra,Kolhapur,Sinchan Bhavan, MPCB,CO,28,110,81
1655,Maharashtra,Mumbai,Malad West, IITM,CO,4,122,46
1656,Maharashtra,Mumbai,Mindspace, MPCB,CO,38,124,53
1660,Maharashtra,Mumbai,Shivaji 0gar, BMC,CO,4,114,59
1670,Maharashtra,0gpur,Mahal, MPCB,CO,44,141,101
1675,Maharashtra,0shik,Gangapur Road, MPCB,CO,18,19,18
1679,Maharashtra,0shik,MIDC Ambad, MPCB,CO,24,75,33
1700,Maharashtra,Pune,Transport 0gar, IITM,CO,42,53,49
1711,Maharashtra,Virar,Bolinj, MPCB,CO,30,131,37
1712,Manipur,Imphal,DM College of Science, Manipur PCB,CO,6,6,6
1724,Odisha,Baripada,Meher Colony, OSPCB,CO,32,58,45
1739,Odisha,Rourkela,Raghu0thpali, OSPCB,CO,42,104,70
1741,Odisha,Talcher,Talcher Coalfields, OSPCB,CO,102,133,110
1749,Punjab,Ludhia0,Punjab Agricultural University, PPCB,CO,53,108,92
1752,Punjab,Patiala,Model Town, PPCB,CO,58,103,71
1761,Rajasthan,Bharatpur,Krish0 0gar, RSPCB,CO,18,186,156
1767,Rajasthan,Chittorgarh,Shastri 0gar, RSPCB,CO,22,110,43
1778,Rajasthan,Hanumangarh,Housing Board, RSPCB,CO,7,115,23
1787,Rajasthan,Jaipur,Sector, RSPCB,CO,40,144,80
1793,Rajasthan,Jhalawar,Rajlaxmi 0gar, RSPCB,CO,47,106,75
1798,Rajasthan,Jodhpur,Collectorate, RSPCB,CO,25,92,60
1805,Rajasthan,Jodhpur,Samrat Ashok Udhyan, RSPCB,CO,40,172,96
1806,Rajasthan,Karauli,Satyawati Vihar, RSPCB,CO,12,80,23
1822,Tamil0du,Chen0i,Gandhi 0gar_Ennore, TNPCB,CO,10,20,15
1828,Tamil0du,Chen0i,Perungudi, TNPCB,CO,20,38,24
1830,Tamil0du,Chen0i,Royapuram, TNPCB,CO,23,44,29
1843,Tamil0du,Salem,So0 College of Technology, TNPCB,CO,35,38,36
1845,Tamil0du,Thoothukudi,Meelavittan, TNPCB,CO,24,26,25
1871,Uttar_Pradesh,Agra,Sanjay Palace, UPPCB,CO,35,162,162
1881,Uttar_Pradesh,Bulandshahr,Yamu0puram, UPPCB,CO,35,107,65
1883,Uttar_Pradesh,Firozabad,Vibhab 0gar, UPPCB,CO,24,65,40
1889,Uttar_Pradesh,Ghaziabad,Sanjay 0gar, UPPCB,CO,2,120,92
1894,Uttar_Pradesh,Kanpur,FTI Kidwai 0gar, UPPCB,CO,47,86,56
1906,Uttar_Pradesh,Meerut,Ganga 0gar, UPPCB,CO,36,143,118
1913,Uttar_Pradesh,Moradabad,Employment Office, UPPCB,CO,79,108,92
1917,Uttar_Pradesh,Noida,Sector , UPPCB,CO,18,111,46
1919,Uttar_Pradesh,Noida,Sector, UPPCB,CO,34,113,77
1925,Uttar_Pradesh,Prayagraj,Motilal Nehru NIT, UPPCB,CO,56,111,79
1928,Uttar_Pradesh,Vara0si,IESD Ba0ras Hindu University, UPPCB,CO,28,49,32
1931,Uttar_Pradesh,Vara0si,Maldahiya, UPPCB,CO,34,115,66
1940,West_Bengal,Haldia,Priyambada Housing Estate, WBPCB,CO,44,90,59
1947,West_Bengal,Kolkata,Fort William, WBPCB,CO,5,117,27
1950,West_Bengal,Kolkata,Rabindra Bharati University, WBPCB,CO,32,133,54
1954,West_Bengal,Siliguri,Ward, WBPCB,CO,17,101,53
1963,Andhra_Pradesh,Kadapa,Yerramukkapalli, APPCB,CO,18,36,23
1967,Andhra_Pradesh,Rajamahendravaram,A0nd Kala Kshetram, APPCB,CO,21,59,32
1975,Andhra_Pradesh,Visakhapat0m,GVM Corporation, APPCB,CO,32,78,49
1978,Assam,Byrnihat,Central Academy for SFS, PCBA,CO,11,114,47
1981,Assam,Guwahati,IITG, PCBA,CO,10,49,14
1987,Assam,Guwahati,Pan Bazaar, PCBA,CO,22,115,55
1995,Bihar,Araria,Kharahiya Basti, BSPCB,CO,2,108,44
1996,Bihar,Arrah,New DM Office, BSPCB,CO,4,92,34
2006,Bihar,Chhapra,Darshan 0gar, BSPCB,CO,26,55,45
2009,Bihar,Hajipur,Industrial Area, BSPCB,CO,43,107,60
2012,Bihar,Kishanganj,SDM Office_Khagra, BSPCB,CO,2,21,9
2014,Bihar,Manguraha,Forest Rest House, BSPCB,CO,4,36,16
2063,Chhattisgarh,Raipur,Siltara Phase, CECB,CO,72,104,84
2065,Chhattisgarh,Tumidih,OP Jindal Industrial Park, CECB,CO,34,84,50
2069,Delhi,Delhi,A0nd Vihar, DPCC,CO,50,118,85
2073,Delhi,Delhi,Bawa0, DPCC,CO,46,121,77
2087,Delhi,Delhi,IHBAS, CPCB,CO,42,109,74
2094,Delhi,Delhi,0rela, DPCC,CO,56,117,86
2096,Delhi,Delhi,Nehru 0gar, DPCC,CO,44,105,77
2106,Delhi,Delhi,Sirifort, CPCB,CO,10,128,65
2110,Delhi,Delhi,Sri Aurobindo Marg, DPCC,CO,30,88,43
2121,Gujarat,Ahmedabad,Rakhial, IITM,CO,6,101,70
2125,Gujarat,Ahmedabad,Sardar Vallabhbhai Patel Stadium, IITM,CO,42,128,79
2126,Gujarat,Ankleshwar,GIDC, GPCB,CO,39,115,69
2129,Gujarat,Surat,Science Center, SMC,CO,76,101,89
2164,Jammu_and_Kashmir,Sri0gar,Rajbagh, JKSPCB,CO,0,0,0
2169,Jharkhand,Pathardih,Mohalbani Ghat, JSPCB,CO,162,189,171
2173,Kar0taka,Belgaum,Ramteerth 0gar, KSPCB,CO,42,61,52
2182,Kar0taka,Chamaraja0gar,Urban, KSPCB,CO,18,120,33
2187,Kar0taka,Chikkamagaluru,Kalya0 0gara, KSPCB,CO,7,98,19
2210,Kar0taka,Udupi,Brahmagiri, KSPCB,CO,44,54,47
2216,Kerala,Kannur,Thavakkara, Kerala PCB,CO,18,59,32
2222,Madhya Pradesh,Bhopal,Paryavaran Parisar, MPPCB,CO,1,109,46
2224,Madhya Pradesh,Damoh,Shrivastav Colony, MPPCB,CO,23,24,24
2229,Madhya Pradesh,Gwalior,City Center, MPPCB,CO,50,84,68
2232,Madhya Pradesh,Gwalior,Deen Dayal 0gar, MPPCB,CO,4,190,89
2237,Madhya Pradesh,Gwalior,Maharaj Bada, MPPCB,CO,4,181,100
2239,Madhya Pradesh,Indore,Chhoti Gwaltoli, MPPCB,CO,58,156,151
2257,Madhya Pradesh,Ujjain,Mahakaleshwar Temple, MPPCB,CO,38,117,75
2260,Maharashtra,Akola,Ramdaspeth, MPCB,CO,40,139,63
2266,Maharashtra,Aurangabad,MIDC Chilkaltha0, MPCB,CO,35,110,65
2269,Maharashtra,Aurangabad,More Chowk Waluj, MPCB,CO,16,111,59
2271,Maharashtra,Badlapur,Katrap, MPCB,CO,34,114,65
2280,Maharashtra,Jalgaon,Prabhat Colony, MPCB,CO,10,42,29
2289,Maharashtra,Mira-Bhayandar,Bhayandar West, MPCB,CO,30,104,48
2294,Maharashtra,Mumbai,Bandra Kurla Complex, MPCB,CO,41,127,62
2300,Maharashtra,Mumbai,Byculla, BMC,CO,20,112,24
2302,Maharashtra,Mumbai,Chakala, IITM,CO,32,117,69
2305,Maharashtra,Mumbai,Colaba, MPCB,CO,13,28,15
2345,Maharashtra,0vi Mumbai,Sanpada, MPCB,CO,18,107,54
2348,Maharashtra,0vi Mumbai,Tondare, MPCB,CO,16,62,35
2351,Maharashtra,Parbhani,Masoom Colony, MPCB,CO,34,114,71
2353,Maharashtra,Pimpri-Chinchwad,Gavali0gar, MPCB,CO,24,114,63
2356,Maharashtra,Pimpri-Chinchwad,Thergaon, MPCB,CO,27,123,73
2358,Maharashtra,Pune,Alandi, IITM,CO,14,90,52
2360,Maharashtra,Pune,Karve Road, MPCB,CO,16,96,37
2362,Maharashtra,Pune,Mhada Colony, IITM,CO,33,74,49
2363,Maharashtra,Pune,Savitribai Phule Pune University, MPCB,CO,12,91,44
2371,Maharashtra,Thane,Kasarvadavali, MPCB,CO,31,66,45
2374,Maharashtra,Ulhas0gar,Sidhi Vi0yak 0gar, MPCB,CO,4,148,64
2381,Mizoram,Aizawl,Sikulpuikawn, Mizoram PCB,CO,9,14,11
2385,Odisha,Angul,Hakimapada, OSPCB,CO,48,110,90
2402,Odisha,Rourkela,Fertilizer Township, OSPCB,CO,17,22,21
2404,Odisha,Rourkela,Sector, OSPCB,CO,21,96,54
2417,Rajasthan,Alwar,Moti Doongri, RSPCB,CO,32,108,70
2426,Rajasthan,Bhiwadi,RIICO Ind. Area III, RSPCB,CO,18,116,51
2438,Rajasthan,Jaipur,Police Commissionerate, RSPCB,CO,24,114,48
2447,Rajasthan,Jhunjhunu,Indra 0gar, RSPCB,CO,3,72,30
2455,Rajasthan,Kota,Dhanmandi, RSPCB,CO,51,159,159
2467,Rajasthan,Sikar,Radhakishan Pura, RSPCB,CO,20,88,34
2475,Rajasthan,Udaipur,Ashok 0gar, RSPCB,CO,54,163,121
2480,Tamil0du,Chen0i,Ma0li, CPCB,CO,34,102,73
2494,Tamil0du,Vellore,Vasanthapuram, TNPCB,CO,6,6,6
2500,Telanga0,Hyderabad,IDA Pashamylaram, TSPCB,CO,44,94,52
2505,Telanga0,Hyderabad,0charam_TSIIC IALA, TSPCB,CO,25,33,27
2506,Telanga0,Hyderabad,New Malakpet, TSPCB,CO,18,52,38
2508,Telanga0,Hyderabad,Sa0th0gar, TSPCB,CO,48,70,54
2513,Uttar_Pradesh,Agra,Rohta, UPPCB,CO,16,50,28
2516,Uttar_Pradesh,Agra,Sector, UPPCB,CO,14,93,35
2518,Uttar_Pradesh,Agra,Shahjahan Garden, UPPCB,CO,22,88,30
2519,Uttar_Pradesh,Agra,Shastripuram, UPPCB,CO,2,32,10
